# path	sha	deps	docs	tests	names
# Генерируется scripts/dep-index.py — не править руками.
bin/resolve-claudsoul-repo.sh	30453fd96e38	install.sh	docs/decisions.md,skills/enrich/SKILL.md,skills/entity/SKILL.md,skills/ingest/SKILL.md,skills/wiki/SKILL.md	hooks/tests/test_adv2_guard_absent_ignores_prior_checks.sh,hooks/tests/test_adv2_guard_clean_machine_false_drift.sh,hooks/tests/test_adv2_guard_reg_counts_foreign_hooks.sh,hooks/tests/test_adv2_guard_reg_missing_is_silent.sh,hooks/tests/test_adv2_guard_skills_differ_reads_absent.sh,hooks/tests/test_adv3_env_override.sh,hooks/tests/test_adv3_relative_pointer.sh,hooks/tests/test_adv5_scan_coverage_gap.sh,hooks/tests/test_drift_check.sh,hooks/tests/test_multibyte_var_boundary.sh,hooks/tests/test_paths_lib.sh,hooks/tests/test_uninstall.sh	resolve_claudsoul_repo
hooks/domain-graph-lib.sh	422bd589ce6a	hooks/knowledge-activator.sh		hooks/tests/test_domain_graph_lib.sh,mcp-server/tests/test_domain_graph_integrity.py	domain_graph_score,expand_domains_from_context
hooks/enrich-suggester.sh	1589aabd1aa5	hooks/hash-lib.sh,hooks/paths-lib.sh,hooks/portable-lib.sh,hooks/throttle-lib.sh	docs/reference.md,docs/reference.ru.md	hooks/tests/test_enrich_suggester.sh	append_sparse,count_attrs,entity_slug
hooks/error-tracker.sh	9e047480936b	hooks/paths-lib.sh,hooks/root-cause-lib.sh,scripts/measurement-due.sh	.claude-docs/modules/external-correction-gap.md,.claude-docs/modules/five-whys-gate.md,.claude-docs/modules/root-cause.md,CLAUDE.md,README.md,README.ru.md,bridges/L3-L6-communicative-prediction.md,docs/architecture.md,docs/cascading-analysis.md,docs/decisions.md,docs/development.md,docs/reference.md,docs/reference.ru.md,rules/CLAUDE.md,skills/compile/SKILL.md,skills/compile/references/compile-procedure.md,skills/learn/SKILL.md	hooks/tests/drift-check.sh,hooks/tests/test_adv2_docclaim_empty_matcher_false_alarm.sh,hooks/tests/test_adv5_empty_table_wipe.sh,hooks/tests/test_adv5_heredoc_comment_shape.sh,hooks/tests/test_claudsoul_context_pointer.sh,hooks/tests/test_drift_check.sh,hooks/tests/test_error_tracker.sh,hooks/tests/test_intrusiveness_lib.sh,hooks/tests/test_mechanisms_born.sh,hooks/tests/test_root_cause_doctrine_drift.sh,hooks/tests/test_uninstall.sh	
hooks/external-correction-gap.sh	766a54716190	hooks/knowledge-counter-bump.sh,hooks/paths-lib.sh,hooks/portable-lib.sh	.claude-docs/modules/external-correction-gap.md,docs/reference.md,docs/reference.ru.md	hooks/tests/test_external_correction_gap.sh	to_lower
hooks/five-whys-gate.sh	3aaeffa9274b	hooks/command-scope-lib.sh,hooks/inquiry-gap.sh,hooks/knowledge-counter-bump.sh,hooks/paths-lib.sh,hooks/root-cause-lib.sh	.claude-docs/modules/defect-class-carriers.md,.claude-docs/modules/doc-impact-check.md,.claude-docs/modules/five-whys-gate.md,.claude-docs/modules/root-cause.md,README.md,README.ru.md,docs/architecture.md,docs/reference.md,docs/reference.ru.md,rules/CLAUDE.md	hooks/tests/test_adv2_bump_na_reason_backslash_journal.sh,hooks/tests/test_adv3_bump_na_confidence_breaks_journal.sh,hooks/tests/test_adv_guard_matcher_not_checked.sh,hooks/tests/test_correction_triggers_analysis.sh,hooks/tests/test_external_events.sh,hooks/tests/test_five_whys_gate.sh,hooks/tests/test_gate_write_detection.sh,hooks/tests/test_outcome_journal.sh,hooks/tests/test_question_triggers_analysis.sh,hooks/tests/test_root_cause_doctrine_drift.sh,hooks/tests/test_root_cause_lib.sh,hooks/tests/test_stopping_message_names_outcome.sh	
hooks/fix-level-check.sh	70b0a8160677	hooks/output-language-check.sh,hooks/paths-lib.sh,hooks/portable-lib.sh,scripts/fix-level-replay.py	.claude-docs/modules/fix-level-check.md,docs/reference.md,docs/reference.ru.md	hooks/tests/test_adv3_guard_reg_partial_event_loss.sh,hooks/tests/test_dead_sensor_check.sh,hooks/tests/test_fix_level_check.sh	scan_and_persist,surface_pending
hooks/fsrs-lib.sh	1c762272a5b2	hooks/portable-lib.sh	rules/CLAUDE.md,skills/knowledge-audit/SKILL.md	hooks/tests/test_adv3_bump_missing_last_confirmed.sh,hooks/tests/test_fsrs_lib.sh,hooks/tests/test_periodic_digests.sh	fsrs_days_overdue,fsrs_marker,fsrs_review_status,fsrs_score_penalty_num,fsrs_stability
hooks/hash-lib.sh	8e7fa2bb7805			hooks/tests/test_hash_lib.sh	hash_value
hooks/hook-input-lib.sh	004c991d7896	hooks/activity-flush-lib.sh,hooks/itr-event-detector.sh,hooks/reformulation-tracker.sh,install.sh,scripts/ablation/phase.sh	.claude-docs/modules/adr-010-authorization.md,docs/event-producers-registry.md	hooks/tests/known-limits/test_attack_r3_h1_document.sh,hooks/tests/known-limits/test_attack_r3_handoff_threshold_flip.sh,hooks/tests/known-limits/test_attack_r3_multiline_quote.sh,hooks/tests/known-limits/test_attack_r3_own_structured_erased.sh,hooks/tests/test_assert_no_sigpipe.sh,hooks/tests/test_attack_crlf_handoff.sh,hooks/tests/test_attack_locale_byte_length.sh,hooks/tests/test_attack_quadratic_scaling.sh,hooks/tests/test_attack_quoted_marker_leaks.sh,hooks/tests/test_attack_r2_colon_trailing_space.sh,hooks/tests/test_attack_r2_handoff_header_raw.sh,hooks/tests/test_attack_r2_mode_split_document.sh,hooks/tests/test_attack_r2_quote_erases_own.sh,hooks/tests/test_attack_r3_quadratic_gsub.sh,hooks/tests/test_attack_r3_state_no_turn_guard.sh,hooks/tests/test_attack_r3_typographic_quotes.sh,hooks/tests/test_hook_input_lib.sh,hooks/tests/test_itr_event_detector.sh,hooks/tests/test_producer_filter_check.sh,hooks/tests/test_rework_detector.sh	is_non_user_turn,user_own_speech
hooks/inquiry-gap.sh	054b4abf171a	hooks/five-whys-gate.sh,hooks/hook-input-lib.sh,hooks/knowledge-counter-bump.sh,hooks/paths-lib.sh,hooks/portable-lib.sh	.claude-docs/modules/five-whys-gate.md,.claude-docs/modules/root-cause.md,docs/reference.md,docs/reference.ru.md	hooks/tests/test_inquiry_gap.sh,hooks/tests/test_question_triggers_analysis.sh,hooks/tests/test_stopping_message_names_outcome.sh	own_speech_of,to_lower
hooks/internal-doc-leak-guard.sh	ff8f4829269a	hooks/hook-input-lib.sh,hooks/portable-lib.sh	README.md,README.ru.md,docs/reference.md,docs/reference.ru.md,rules/CLAUDE.md	hooks/tests/test_imported_guards.sh	check_marker,hash_value,own_speech_of,to_lower
hooks/intrusiveness-classify-lib.sh	02c5191f14b0	hooks/error-tracker.sh,hooks/intrusiveness-cost-lib.sh,hooks/intrusiveness-state-lib.sh,hooks/intrusiveness-tracker.sh	docs/event-producers-registry.md	hooks/tests/test_attack_r2_mode_split_document.sh,hooks/tests/test_itr_event_detector.sh	itr_compute_state
hooks/intrusiveness-cost-lib.sh	cec353c425e8	hooks/intrusiveness-state-lib.sh		hooks/tests/test_itr_event_detector.sh	itr_compute_closing_cost,itr_compute_destructive_cost,itr_compute_timing_cost
hooks/intrusiveness-format-lib.sh	aef91fea15be	hooks/intrusiveness-state-lib.sh		hooks/tests/test_itr_event_detector.sh	itr_format_context,itr_summary
hooks/intrusiveness-metrics-lib.sh	365ed58a12d3	hooks/intrusiveness-state-lib.sh,hooks/portable-lib.sh		hooks/tests/test_itr_event_detector.sh	itr_append_history,itr_cleanup_old_states,itr_finalize_metrics
hooks/intrusiveness-state-lib.sh	1898277d3def	hooks/hook-input-lib.sh,hooks/intrusiveness-classify-lib.sh,hooks/intrusiveness-cost-lib.sh,hooks/intrusiveness-format-lib.sh,hooks/intrusiveness-metrics-lib.sh	.claude-docs/modules/adr-010-authorization.md,docs/architecture.md,docs/calibration-v1.4-backfill.md,docs/calibration-v1.4.md,docs/decisions.md,docs/event-producers-registry.md,docs/research/affect-prosthetics.md	hooks/tests/known-limits/test_attack_r3_h1_document.sh,hooks/tests/known-limits/test_attack_r3_handoff_threshold_flip.sh,hooks/tests/known-limits/test_attack_r3_multiline_quote.sh,hooks/tests/known-limits/test_attack_r3_own_structured_erased.sh,hooks/tests/test_attack_distress_erased.sh,hooks/tests/test_attack_foreign_raises_stuck.sh,hooks/tests/test_attack_r2_mode_split_document.sh,hooks/tests/test_attack_r2_stuck_becomes_focus.sh,hooks/tests/test_attack_r3_state_no_turn_guard.sh,hooks/tests/test_attack_r3_typographic_quotes.sh,hooks/tests/test_authorization_state.sh,hooks/tests/test_budget_gate.sh,hooks/tests/test_intrusiveness_lib.sh,hooks/tests/test_intrusiveness_tracker.sh,hooks/tests/test_itr_event_detector.sh,hooks/tests/test_pre_compact_finalizer.sh	itr_add_silence_debt,itr_get_cost_hint,itr_get_state,itr_init_state,itr_log_event,itr_mark_debt_surfaced,itr_remaining_budget,itr_set_cost_hint,itr_set_state
hooks/intrusiveness-tracker.sh	fd0f1f11e30b	hooks/intrusiveness-state-lib.sh,hooks/paths-lib.sh	CLAUDE.md,bridges/L3-L6-communicative-prediction.md,docs/architecture.md,docs/calibration-v1.4-backfill.md,docs/event-producers-registry.md,docs/reference.md,docs/reference.ru.md,rules/CLAUDE.md,skills/knowledge-audit/SKILL.md,skills/trajectory-prediction/SKILL.md	hooks/tests/test_adv5_pointer_read_kills_hook.sh,hooks/tests/test_attack_quadratic_scaling.sh,hooks/tests/test_attack_r3_quadratic_gsub.sh,hooks/tests/test_attack_r3_state_no_turn_guard.sh,hooks/tests/test_intrusiveness_tracker.sh	
hooks/itr-event-detector.sh	6ff956a81c99	hooks/authorization-lib.sh,hooks/hash-lib.sh,hooks/hook-input-lib.sh,hooks/intrusiveness-state-lib.sh,hooks/intrusiveness-tracker.sh,hooks/paths-lib.sh,hooks/portable-lib.sh	.claude-docs/modules/adr-010-authorization.md,bridges/L2-L6-proactive-intensity.md,bridges/L3-L6-communicative-prediction.md,docs/architecture.md,docs/decisions.md,docs/event-producers-registry.md,docs/reference.md,docs/reference.ru.md	hooks/tests/test_assert_no_sigpipe.sh,hooks/tests/test_attack_quadratic_scaling.sh,hooks/tests/test_attack_r2_mode_split_document.sh,hooks/tests/test_attack_r3_quadratic_gsub.sh,hooks/tests/test_attack_r3_state_no_turn_guard.sh,hooks/tests/test_authorization_state.sh,hooks/tests/test_itr_event_detector.sh	is_match_short,to_lower
hooks/knowledge-activator.sh	eefc7776d0f8	hooks/adaptive-stats-lib.sh,hooks/detection-signals-lib.sh,hooks/disagreement-lib.sh,hooks/domain-graph-lib.sh,hooks/fsrs-lib.sh,hooks/hash-lib.sh,hooks/knowledge-audit-digest.sh,hooks/knowledge-semantic-fallback-lib.sh,hooks/metrics-collector.sh,hooks/paths-lib.sh,hooks/portable-lib.sh,hooks/session-collector.sh,hooks/session-registry-lib.sh,hooks/throttle-lib.sh,install.sh,mcp-server/ingest/cli.py	.claude-docs/modules/bridge-prediction-calibration.md,CLAUDE.md,README.md,README.ru.md,bridges/L2-L2-cross-contour.md,bridges/L2-L4-anticipatory-learning.md,bridges/L2-L5-metacognition-of-knowledge.md,bridges/L2-L6-proactive-intensity.md,bridges/L3-L5-communication-quality.md,bridges/L4-L5-prediction-calibration.md,bridges/L5-L6-adaptive-prediction.md,docs/architecture.md,docs/checkpoint-resume.md,docs/decisions.md,docs/entity-knowledge.md,docs/event-producers-registry.md,docs/ingestion-pipeline.md,docs/reference.md,docs/reference.ru.md,rules/CLAUDE.md,skills/knowledge-audit/SKILL.md,skills/narrative/SKILL.md,skills/pipeline/SKILL.md,skills/retro/references/chain-linking.md	hooks/tests/test_ablation_runner.sh,hooks/tests/test_adv3_kia_injected_false_counted.sh,hooks/tests/test_adv3_relpath_hang.sh,hooks/tests/test_adv4_worktree_root.sh,hooks/tests/test_adv5_pointer_read_kills_hook.sh,hooks/tests/test_case_folding_portable.sh,hooks/tests/test_cross_contour_consumer.sh,hooks/tests/test_disagreement_loop.sh,hooks/tests/test_domain_graph_lib.sh,hooks/tests/test_injection_log.sh,hooks/tests/test_knowledge_activator.sh,hooks/tests/test_knowledge_activator_gate.sh,hooks/tests/test_metrics_channel.sh,hooks/tests/test_state_hygiene.sh	file_mtime,iso_epoch
hooks/knowledge-audit-digest.sh	0fbbf340575b	hooks/fsrs-lib.sh,hooks/knowledge-activator.sh,hooks/metrics-collector.sh,hooks/paths-lib.sh,hooks/portable-lib.sh,hooks/yaml-lib.sh,mcp-server/cli_cross_contour_rank.py,mcp-server/ingest/discovery.py,scripts/backlog-recheck.sh,scripts/measurement-due.sh	README.md,README.ru.md,docs/architecture.md,docs/development.md,docs/event-producers-registry.md,docs/reference.md,docs/reference.ru.md,rules/CLAUDE.md	hooks/tests/test_adv_dep_index_plist_dependents.sh,hooks/tests/test_knowledge_fields.sh,hooks/tests/test_periodic_digests.sh,hooks/tests/test_yaml_lib.sh	
hooks/knowledge-capture-reminder.sh	1e9b83c01e3e	hooks/command-scope-lib.sh,hooks/compile-reminder-lib.sh,hooks/paths-lib.sh	docs/decisions.md,docs/development.md,docs/reference.md,docs/reference.ru.md,rules/CLAUDE.md	hooks/tests/test_adv4_dquote_subst_scope.sh,hooks/tests/test_adv_git_commit_scope.sh,hooks/tests/test_command_scope.sh,hooks/tests/test_guards_live.sh,hooks/tests/test_knowledge_capture_reminder.sh	is_git_commit
